track_id,title,artist,genre,release_year,duration, album_cover
355,What's Your Name,Lynyrd Skynyrd,Rock,1977,14.9, https://upload.wikimedia.org/wikipedia/en/5/5f/Street_Survivors.jpg
356,Gimme Back My Bullets,Lynyrd Skynyrd,Rock,1976,13.7, https://upload.wikimedia.org/wikipedia/en/6/6f/Gimme_Back_My_Bullets.jpg
357,Call Me the Breeze,Lynyrd Skynyrd,Rock,1974,20.5, https://upload.wikimedia.org/wikipedia/en/9/9e/Second_Helping.jpg
358,The Ballad of Curtis Loew,Lynyrd Skynyrd,Rock,1974,18.9, https://upload.wikimedia.org/wikipedia/en/9/9e/Second_Helping.jpg
359,I Know a Little,Lynyrd Skynyrd,Rock,1977,13.3, https://upload.wikimedia.org/wikipedia/en/5/5f/Street_Survivors.jpg
360,Run to the Hills,Iron Maiden,Metal,1982,15.7, https://upload.wikimedia.org/wikipedia/en/4/44/IronMaiden_RunToTheHills.jpg
361,The Number of the Beast,Iron Maiden,Metal,1982,19.3, https://upload.wikimedia.org/wikipedia/en/9/92/Iron_Maiden_-_The_Number_of_the_Beast.jpg
362,Hallowed Be Thy Name,Iron Maiden,Metal,1982,28.9, https://upload.wikimedia.org/wikipedia/en/9/92/Iron_Maiden_-_The_Number_of_the_Beast.jpg
363,Fear of the Dark,Iron Maiden,Metal,1992,29.3, https://upload.wikimedia.org/wikipedia/en/4/4f/Fear_of_the_Dark.jpg
364,The Trooper,Iron Maiden,Metal,1983,16.9, https://upload.wikimedia.org/wikipedia/en/0/0c/Iron_Maiden_-_The_Trooper.jpg
365,2 Minutes to Midnight,Iron Maiden,Metal,1984,24.1, https://upload.wikimedia.org/wikipedia/en/5/5f/2_Minutes_to_Midnight.jpg
366,Wasted Years,Iron Maiden,Metal,1986,20.5, https://upload.wikimedia.org/wikipedia/en/6/6f/Wasted_Years.jpg
367,Aces High,Iron Maiden,Metal,1984,18.1, https://upload.wikimedia.org/wikipedia/en/9/9e/Aces_High_Iron_Maiden.jpg
368,Can I Play with Madness,Iron Maiden,Metal,1988,14.1, https://upload.wikimedia.org/wikipedia/en/4/4f/Can_I_Play_with_Madness.jpg
369,The Evil That Men Do,Iron Maiden,Metal,1988,18.3, https://upload.wikimedia.org/wikipedia/en/5/5f/The_Evil_That_Men_Do.jpg
370,No Scrubs,TLC,R&B,1999,14.5, https://upload.wikimedia.org/wikipedia/en/9/9c/TLC_-_No_Scrubs.jpg
371,Waterfalls,TLC,R&B,1994,17.7, https://upload.wikimedia.org/wikipedia/en/2/2f/TLC_-_Waterfalls.jpg
372,Creep,TLC,R&B,1994,18.5, https://upload.wikimedia.org/wikipedia/en/4/4f/Creep_TLC.jpg
373,Unpretty,TLC,R&B,1999,17.3, https://upload.wikimedia.org/wikipedia/en/5/5f/Unpretty_TLC.jpg
374,Red Light Special,TLC,R&B,1994,20.1, https://upload.wikimedia.org/wikipedia/en/6/6f/Red_Light_Special.jpg
375,Baby-Baby-Baby,TLC,R&B,1992,21.3, https://upload.wikimedia.org/wikipedia/en/9/9e/Baby_Baby_Baby_TLC.jpg
376,Diggin' on You,TLC,R&B,1995,17.3, https://upload.wikimedia.org/wikipedia/en/4/4f/Diggin_on_You.jpg
377,What About Your Friends,TLC,R&B,1992,19.3, https://upload.wikimedia.org/wikipedia/en/5/5f/What_About_Your_Friends.jpg
378,Ain't 2 Proud 2 Beg,TLC,R&B,1992,22.5, https://upload.wikimedia.org/wikipedia/en/6/6f/Aint_2_Proud_2_Beg.jpg
379,Silly Ho,TLC,R&B,1999,17.3, https://upload.wikimedia.org/wikipedia/en/9/9e/FanMail.jpg
380,La Bamba,Ritchie Valens,Latin,1958,8.3, https://upload.wikimedia.org/wikipedia/en/4/4f/La_Bamba_-_Ritchie_Valens.jpg
381,Oye Como Va,Santana,Latin,1970,17.3, https://upload.wikimedia.org/wikipedia/en/5/5f/Santana_-_Abraxas.jpg
382,Smooth,Santana ft. Rob Thomas,Latin,1999,19.7, https://upload.wikimedia.org/wikipedia/en/6/6c/Santana_-_Smooth.jpg
383,Macarena,Los Del Rio,Latin,1993,16.7, https://upload.wikimedia.org/wikipedia/en/9/9e/Macarena_Los_Del_Rio.jpg
384,Livin' la Vida Loca,Ricky Martin,Latin,1999,16.3, https://upload.wikimedia.org/wikipedia/en/4/4f/Livin_la_Vida_Loca.jpg
385,Bamboleo,Gipsy Kings,Latin,1987,13.7, https://upload.wikimedia.org/wikipedia/en/5/5f/Bamboleo.jpg
386,La Camisa Negra,Juanes,Latin,2004,14.5, https://upload.wikimedia.org/wikipedia/en/6/6f/La_Camisa_Negra.jpg
387,Clandestino,Manu Chao,Latin,1998,10.9, https://upload.wikimedia.org/wikipedia/en/9/9e/Clandestino_Manu_Chao.jpg
388,La Tortura,Shakira ft. Alejandro Sanz,Latin,2005,13.7, https://upload.wikimedia.org/wikipedia/en/4/4f/La_Tortura.jpg
389,Danza Kuduro,Don Omar ft. Lucenzo,Latin,2010,13.3, https://upload.wikimedia.org/wikipedia/en/5/5f/Danza_Kuduro.jpg
390,Hey There Delilah,Plain White T's,Rock,2005,15.3, https://upload.wikimedia.org/wikipedia/en/9/9e/Hey_There_Delilah.jpg
391,How to Save a Life,The Fray,Rock,2005,17.3, https://upload.wikimedia.org/wikipedia/en/4/4f/How_to_Save_a_Life.jpg
392,Chasing Cars,Snow Patrol,Rock,2006,17.7, https://upload.wikimedia.org/wikipedia/en/5/5f/Chasing_Cars.jpg
393,Viva la Vida,Coldplay,Rock,2008,16.1, https://upload.wikimedia.org/wikipedia/en/6/6f/Viva_la_Vida_Coldplay.jpg
394,Yellow,Coldplay,Rock,2000,17.7, https://upload.wikimedia.org/wikipedia/en/9/9e/Yellow_Coldplay.jpg
395,Clocks,Coldplay,Rock,2002,20.3, https://upload.wikimedia.org/wikipedia/en/4/4f/Clocks_Coldplay.jpg
396,Fix You,Coldplay,Rock,2005,19.7, https://upload.wikimedia.org/wikipedia/en/5/5f/Fix_You_Coldplay.jpg
397,The Scientist,Coldplay,Rock,2002,20.5, https://upload.wikimedia.org/wikipedia/en/6/6f/The_Scientist_Coldplay.jpg
398,Paradise,Coldplay,Rock,2011,18.5, https://upload.wikimedia.org/wikipedia/en/9/9e/Paradise_Coldplay.jpg
399,A Sky Full of Stars,Coldplay,Rock,2014,17.9, https://upload.wikimedia.org/wikipedia/en/4/4f/A_Sky_Full_of_Stars.jpg
400,Hymn for the Weekend,Coldplay,Rock,2015,17.3, https://upload.wikimedia.org/wikipedia/en/5/5f/Hymn_for_the_Weekend.jpg
